LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Winter Harbour,2020,7,Area 27,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,9.63,83.14
Winter Harbour,2020,7,Area 27,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,9.63,83.14
Vancouver,2020,7,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,46.79,1482.43
Vancouver,2020,7,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,11.09,50.25
Central Coast,2020,7,Area 6,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.30,17.52
Tofino,2020,8,Area 124,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.52,3.84
Campbell River,2020,8,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,27.71,120.23
Campbell River,2020,8,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,39.04,227.65
Campbell River,2020,8,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,8.26,31.04
Campbell River,2020,8,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,152.68,14034.20
Campbell River,2020,8,Area 14,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,166.08,19125.39
Sunshine Coast,2020,8,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.16,8.14
Sunshine Coast,2020,8,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.58,4.07
Sunshine Coast,2020,8,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,15.10,70.32
Nanaimo,2020,8,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.52,3.84
Nanaimo,2020,8,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,63.26,333.45
Nanaimo,2020,8,Area 18,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,33.44,455.09
Victoria,2020,8,Area 19 (GS),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.52,3.84
Victoria,2020,8,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.52,3.84
Victoria,2020,8,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,38.20,187.96
Victoria,2020,8,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,28.95,189.25
Port Alberni,2020,8,Area 23 (Alberni Canal),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,21.65,81.17
Port Alberni,2020,8,Area 23 (Alberni Canal),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,5.05,15.36
Barkley,2020,8,Area 23 (Barkley),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,29.79,367.79
Barkley,2020,8,Area 23 (Barkley),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,32.72,300.49
Tofino,2020,8,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.10,7.91
Tofino,2020,8,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,6.29,33.25
Tahsis/Nootka,2020,8,Area 25,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,12.58,133.00
Tahsis/Nootka,2020,8,Area 25,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,22.96,435.26
Winter Harbour,2020,8,Area 27,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,91.73,7956.32
Vancouver,2020,8,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,173.19,24431.74
Vancouver,2020,8,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,109.50,7512.11
Haida Gwaii,2020,8,Area 2E,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.10,7.91
Haida Gwaii,2020,8,Area 2E,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,101.70,9050.25
Prince Rupert,2020,8,Area 4,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,10.32,40.71
Prince Rupert,2020,8,Area 4,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,31.76,401.05
Haida Gwaii,2020,9,Area 1,Angling from shore,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.87,28.63
Port Hardy,2020,9,Area 12,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.99,5.93
Campbell River,2020,9,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,55.59,2323.42
Campbell River,2020,9,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,43.65,721.18
Campbell River,2020,9,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.87,28.63
Campbell River,2020,9,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,31.81,668.85
Sunshine Coast,2020,9,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.99,5.93
Sunshine Coast,2020,9,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,10.89,75.07
Nanaimo,2020,9,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,26.17,658.56
Nanaimo,2020,9,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,395.23,148179.83
Victoria,2020,9,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.72,4.69
Victoria,2020,9,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,32.09,720.35
Victoria,2020,9,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.45,9.38
Victoria,2020,9,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,105.91,7143.25
Port Renfrew,2020,9,Area 20 (West),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.72,4.69
Tofino,2020,9,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.92,5.60
Winter Harbour,2020,9,Area 27,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,20.34,262.33
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,34.82,1002.53
Vancouver,2020,9,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,19.45,55.21
Haida Gwaii,2020,9,Area 2E,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,42.17,1736.48
Prince Rupert,2020,9,Area 4,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.62,16.75
Port Hardy,2020,10,Area 12,Angling from shore,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,2.38,3.30
Port Hardy,2020,10,Area 12,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.38,3.30
Campbell River,2020,10,Area 14,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.26,13.91
Sunshine Coast,2020,10,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,2.59,4.13
Nanaimo,2020,10,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,6.86,18.05
Victoria,2020,10,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,5.19,16.53
Victoria,2020,10,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,15.68,85.32
Tahsis/Nootka,2020,10,Area 25,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,4.26,13.91
Vancouver,2020,10,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,28.35,166.43
Lower Fraser River,2020,10,Area 29 (In River),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,10.37,66.13
Lower Fraser River,2020,10,Area 29 (In River),Angling from shore,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,27.24,714.87
Campbell River,2020,11,Area 14,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,24.32,283.62
Sunshine Coast,2020,11,Area 16,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,3.80,10.64
Nanaimo,2020,11,Area 17,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,33.80,1108.41
Victoria,2020,11,Area 19 (JDF),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,5.82,22.21
Victoria,2020,11,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,13.29,110.15
Tofino,2020,11,Area 24,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,19.37,135.42
Vancouver,2020,11,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,22.80,383.04
Vancouver,2020,11,Area 28,Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,59.94,3532.69
Haida Gwaii,2020,12,Area 1,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,8.99,53.80
Campbell River,2020,12,Area 13,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,31.94,988.07
Sunshine Coast,2020,12,Area 15,Angling from boat,Unknown Salmonid,Not Applicable,Kept,Legal Size,SALMON,5.99,23.91
Vancouver,2020,12,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,63.88,3952.27
Vancouver,2020,12,Area 29 (Marine),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,7.74,36.72
Haida Gwaii,2021,1,Area 1,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,4.63,12.14
Campbell River,2021,1,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,6.94,27.32
Campbell River,2021,1,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.31,3.04
Campbell River,2021,1,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,682.58,124523.49
Campbell River,2021,1,Area 13,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,109.91,11860.04
Campbell River,2021,1,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,329.73,106740.33
Campbell River,2021,1,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,164.86,26685.08
Sunshine Coast,2021,1,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.31,3.04
Sunshine Coast,2021,1,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,114.53,5931.87
Sunshine Coast,2021,1,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.31,3.04
Sunshine Coast,2021,1,Area 15,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,2.31,3.04
Sunshine Coast,2021,1,Area 16,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,54.95,2965.01
Sunshine Coast,2021,1,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,54.95,2965.01
Sunshine Coast,2021,1,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,54.95,2965.01
Nanaimo,2021,1,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,40.91,1632.53
Nanaimo,2021,1,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,726.34,379185.37
Nanaimo,2021,1,Area 17,Angling from shore,Chinook,Not Applicable,Released,Sublegal Size,SALMON,35.15,1200.24
Nanaimo,2021,1,Area 18,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4.82,13.62
Nanaimo,2021,1,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,19.29,217.91
Nanaimo,2021,1,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,43.32,1635.94
Nanaimo,2021,1,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,9.65,54.48
Nanaimo,2021,1,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,483.36,90516.84
Victoria,2021,1,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.82,5.12
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,216.32,8670.85
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,35.15,1200.24
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,7.44,17.26
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,44.40,1248.80
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,578.94,91785.38
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,109.91,11860.04
Victoria,2021,1,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,70.30,4800.95
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,260.10,18977.54
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,824.31,346680.24
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,252.81,23861.70
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,522.74,126234.09
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2019.10,804512.34
Victoria,2021,1,Area 20 (East),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,6.94,27.32
Port Renfrew,2021,1,Area 20 (West),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,54.95,2965.01
Port Renfrew,2021,1,Area 20 (West),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,329.73,106740.33
Port Alberni,2021,1,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,164.86,26685.08
Port Alberni,2021,1,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,14.09,128.05
Tofino,2021,1,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.31,3.04
Tofino,2021,1,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.31,3.04
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,147.72,13064.72
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,128.07,5369.36
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,35.15,1200.24
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,297.00,26735.30
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,219.82,47440.15
Vancouver,2021,1,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,105.44,10802.14
Vancouver,2021,1,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.31,3.04
Vancouver,2021,1,Area 29 (Marine),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,12.63,52.14
Haida Gwaii,2021,1,Area 2E,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,35.15,1200.24
Haida Gwaii,2021,1,Area 2E,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,105.44,10802.14
Prince Rupert,2021,1,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,54.95,2965.01
Prince Rupert,2021,1,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,109.91,11860.04
Prince Rupert,2021,1,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,54.95,2965.01
Victoria,2021,1,Area 20 (East),Angling from boat,Coho,Not Adipose Marked,Kept,Legal Size,SALMON,2.31,3.04
Prince Rupert,2021,1,Area 4,Angling from boat,Coho,Not Checked,Kept,Legal Size,SALMON,109.91,11860.04
Victoria,2021,1,Area 19 (JDF),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,2.31,3.04
Victoria,2021,1,Area 19 (JDF),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,4.63,12.14
Port Alberni,2021,1,Area 23 (Alberni Canal),Angling from boat,Pink,Not Applicable,Kept,Legal Size,SALMON,5.33,17.78
Port Alberni,2021,1,Area 23 (Alberni Canal),Angling from boat,Pink,Not Applicable,Released,Unspecified,SALMON,13.33,111.11
Victoria,2021,1,Area 20 (East),Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,11.56,75.88
Vancouver,2021,1,Area 28,Angling from boat,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,5.64,20.49
Lower Fraser River,2021,1,Area 29 (In River),Angling from shore,Unknown Salmonid,Not Applicable,Released,Unspecified,SALMON,35.15,1200.24
Haida Gwaii,2021,2,Area 102,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.57,4.04
Haida Gwaii,2021,2,Area 102,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.57,4.04
Tofino,2021,2,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.57,4.04
Tofino,2021,2,Area 124,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,5.14,8.03
Campbell River,2021,2,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,60.26,3079.18
Campbell River,2021,2,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,344.13,110497.90
Campbell River,2021,2,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,726.70,383511.92
Campbell River,2021,2,Area 14,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,55.90,3068.87
Campbell River,2021,2,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,111.80,12275.48
Campbell River,2021,2,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1117.99,1227548.11
Campbell River,2021,2,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,17.10,189.87
Campbell River,2021,2,Area 14,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,5.70,21.10
Nanaimo,2021,2,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2.85,5.27
Nanaimo,2021,2,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,11.40,84.39
Nanaimo,2021,2,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,533.94,138438.84
Victoria,2021,2,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,63.61,3088.96
Victoria,2021,2,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,43.92,1096.58
Victoria,2021,2,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,44.20,1116.59
Victoria,2021,2,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,17.99,59.75
Victoria,2021,2,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,33.36,1079.34
Victoria,2021,2,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,163.77,6011.45
Victoria,2021,2,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,811.23,414906.56
Victoria,2021,2,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,7.71,36.34
Victoria,2021,2,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,52.55,1762.70
